,model,price,rating,processor,graphic_card,core,display,ram,os,internal_storage
475,HP Omen 16-n0050AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹93,890",63,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","16 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
476,MSI Creator M16 A11UC-669IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10/ 4GB Graph),"₹1,16,850",71,11th Gen Intel Core i7 11800H,4 GB NVIDIA GeForce RTX3050,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
477,Gigabyte Aorus 5 SE4 Gaming Laptop (12th Gen Core i7/ 16GB/ Win11 Home/ 8GB Graph),"₹1,88,925",68,12th Gen Intel Core i7 12700H,"15.6 inches, 2560 x 1440 pixels","14 Cores (6P + 8E), 20 Threads",Windows 11  OS,16 GB DDR4 RAM,2 Year Warranty,8 GB NVIDIA GeForce RTX 3070
478,AGB Octev GA-9009 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 10 Pro/ 2GB Graph),"₹55,000",59,11th Gen Intel Core i7 1165G7,2 GB NVIDIA Geforce MX450,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
479,Asus ROG Strix G17 2022 G713RW-KH110WS Gaming Laptop (AMD Ryzen 9 6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,07,990",71,6th Gen AMD Ryzen 9  6900HX,8 GB NVIDIA GeForce RTX 3070 Ti,"Octa Core, 16 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
480,Asus ROG Zephyrus G14 GA402RJ-L8069WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,58,999",74,6th Gen AMD Ryzen 9  6900HS​,8 GB AMD Radeon RX 6700S,"Octa Core, 16 Threads","14 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
481,Acer Predator Helios 300 PH315-55 Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,42,990",73,12th Gen Intel Core i9 12900H,6 GB NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
482,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹89,590",66,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
483,Gigabyte Aorus 15 XE4 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,09,890",74,12th Gen Intel Core i7 12700H,8 GB NVIDIA GeForce RTX 3070Ti,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR4 RAM,Windows 11  OS,1 TB SSD
484,Asus ROG Zephyrus G15 2022 GA503RM-HQ057WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,28,400",74,6th Gen AMD Ryzen 9  6900HS​,6 GB AMD Radeon Radeon,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
485,HP Victus 16-e1061AX Gaming Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,05,823",62,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050 Ti,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,Windows 11 OS,512 GB SSD
486,Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,74,990",75,12th Gen Intel Core i7 12700H,6 GB ‎NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
487,HP Victus 15-fa0351TX Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹78,990",62,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
488,Acer Predator Helios 500 Ph517-52 Gaming Laptop (11th Gen Core i9/ 64GB/ 2TB SSD/ 1TB HDD/Win10 Home/ 16GB Graph),"₹4,49,999",90,11th Gen Intel Core i9 11980HK,2 TB SSD,"Octa Core, 16 Threads",16 GB NVIDIA GeForce RTX 3080,64 GB DDR4 RAM,"17.3 inches, 3840 x 2160 pixels",1 TB Hard Disk
489,Dell G15-5515 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,63,990",70,6th Gen AMD Ryzen 7  6800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
490,HP Victus 16-e1062AX Gaming Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹85,310",60,6th Gen AMD Ryzen 5  6600H ,4 GB NVIDIA GeForce RTX 3050 ,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,Windows 11 OS,512 GB SSD
491,Asus TUF Gaming A17 FA777RC-HX027WS Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹86,399",60,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
492,HP Victus 16-d0354TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹81,800",66,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
493,Asus TUF Gaming F15 FX577ZE-HN072WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹92,999",60,12th Gen Intel Core i7 12700H ,4 GB ‎NVIDIA GeForce RTX 3050 Ti,20 Threads,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11  OS,1 TB SSD
494,Acer Nitro 5 AN515-58 NH.QFKSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),"₹98,500",71,12th Gen Intel Core i7 12700H,512 GB SSD,"14 Cores (6P + 8E), 20 Threads",4 GB NVIDIA GeForce RTX 3050 Ti,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
495,MSI Creator M16 A11UD-898IN Laptop (Tiger Lake i7-11800/ 16GB/ 1TB SSD/ Win10/ 4GB Graph),"₹1,41,100",72,11th Gen Intel Core i7 11800H,4 GB NVIDIA GeForce RTX3050 Ti,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
496,MSI Summit E16 Flip A11UCT-085IN Laptop (Tiger Lake i7-1195G7/ 16GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹1,73,617",57,11th Gen Intel Core i7 1195G7 ,4 GB NVIDIA GeForce RTX 3050,"Quad Core, 8 Threads","16 inches, 2560 x 1600 pixels",16 GB LPDDR4X  RAM,Windows 10  OS,1 TB SSD
497,HP Omen 16-C0140AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,08,990",65,5th Gen AMD Ryzen 7  5800H,8 GB AMD Radeon RX 6600M,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows OS,1 TB SSD
498,HP 16-d0003TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),"₹71,999",60,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce RTX NVIDIA,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
499,Lenovo IdeaPad Gaming 3 82K200X3IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹70,790",59,5th Gen AMD Ryzen 7  5800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
500,Dell G15-5515 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹90,999",59,5th Gen AMD Ryzen 7  5800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11  OS,512 GB SSD
501,Dell G15-5515 Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹78,490",56,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11  OS,512 GB SSD
502,Asus TUF Gaming F15 FX506LH-HN258WS Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹50,930",61,10th Gen Intel Core i5 10300H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11  OS,512 GB SSD
503,Asus FX516PCZ-HN090T Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹69,990",55,11th Gen Intel Core i5 11300H ,4 GB NVIDIA RTX3050,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB  RAM,Windows 10 OS,1 TB SSD
504,MSI Sword 15 A11UC-892IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹69,999",64,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce RTX RTX3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
505,MSI Creator Z16 A11UET-272IN Gaming Laptop (11th Gen Core i9/ 16GB/ 1TB SSD/ Win10/ 6GB Graph),"₹1,42,990",73,11th Gen Intel Core i9 11900H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
506,Asus TUF Dash F15 FX516PMZ-HN186WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹86,500",64,11th Gen Intel Core i5 11300H,6 GB NVIDIA GeForce RTX 3060,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
507,Lenovo IdeaPad Gaming 15ACH6 82K200X6IN Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹49,790",57,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11  OS,512 GB SSD
508,Acer Nitro 5 AN515-45-R3FB NH.QCMSI.002 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹75,050",64,5th Gen AMD Ryzen 7  5800H,256 GB SSD,"Octa Core, 16 Threads",4 GB NVIDIA GeForce RTX 3050 Ti,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
509,Dell G15-5515 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win10/ 4GB Graph),"₹90,499",63,5th Gen AMD Ryzen 7  5800H,4 GB NVIDIA GeForce RTX 3050Ti,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
510,Dell G15 5515 Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win10/ 4GB Graph),"₹88,700",63,5th Gen AMD Ryzen 7  5800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,512 GB SSD
511,Lenovo IdeaPad Gaming 3 15ACH6 82K200XNIN Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹69,990",55,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
512,Asus ROG Strix G15 2021 G513IH-HN084TS Gaming Laptop (AMD Ryzen 7 4800H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹80,490",61,4th Gen AMD Ryzen 7  4800H,4 GB NVIDIA GeForce GTX 1650,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
513,MSI GS66 Stealth 11UG-418IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹1,24,191",73,11th Gen Intel Core i7 11800H,8 GB NVIDIA GeForce RTX 3070,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
514,Asus ROG Strix G15 G513IC-HN055T Gaming Laptop (Ryzen 7 4800H/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹1,05,990",64,4th Gen AMD Ryzen 7  4800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,1 TB SSD
515,Lenovo IdeaPad Gaming 15ARH05 82EY00UAIN Gaming Laptop (Ryzen 5 4600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹58,990",60,4th Gen AMD Ryzen 5  4600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
516,Asus TUF Gaming F17 FX706HC-HX070T Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹74,000",64,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","17.3 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,1 TB SSD
517,HP 15-ec1105AX Gaming Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹56,064",57,4th Gen AMD Ryzen 5  4600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
518,HP 15-ec1025AX Gaming Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹57,750",61,4th Gen AMD Ryzen 5  4600H ,4 GB NVIDIA GeForce GTX 1650Ti,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
519,Asus ROG Flow X13 GV301QH-K6464TS Gaming Laptop (AMD Ryzen 9 5900HS/ 16GB/ 1TB SSD/ Win10 Home/ 4GB Graph),"₹1,02,100",70,5th Gen AMD Ryzen 9  5900HS,4 GB NVIDIA GeForce GTX 1650,"Octa Core, 16 Threads","13.4 inches, 1920 x 1200 pixels, Touch Screen",16 GB LPDDR4X RAM,Windows 10 OS,1 TB SSD
520,Acer AN515-44 NH.Q9MSI.006 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹69,990",45,AMD Ryzen 5,4 GB NVIDIA GeForce GTX 1650 ,Hexa Core,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
521,Lenovo IdeaPad Gaming 3 15ARH05 82EY00U7IN Laptop (AMD Ryzen 5 4600H/ 8GB/ 1TB HDD/ Win10 Home/ 4GB Graph),"₹52,500",59,4th Gen AMD Ryzen 5  4600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,1 TB Hard Disk
522,Lenovo IdeaPad Gaming 3 81Y4017UIN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹53,000",62,10th Gen Intel Core i5 10300H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
523,Asus TUF Dash FX516PM-AZ154TS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 6GB Graph),"₹1,20,000",72,11th Gen Intel Core i7 11370H ,6 GB NVIDIA GeForce RTX 3060,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
524,MSI GF63 Thin 10SCXR Gaming Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win 10 Home/ 4GB Graph),"₹73,299",66,10th Gen Intel Core i7 10750H ,4 GB Nvidia GeForce GTX 1650 Max-Q,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
525,Asus ROG Strix G15 G512LI-HN177T Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹89,800",65,10th Gen Intel Core i5 10300H,4 GB NVIDIA Geforce GTX 1650 Ti,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
526,Acer Nitro 5 AN515-54 Gaming Laptop (9th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10/ 4GB Graph),"₹69,990",64,9th Gen Intel Core i5 9300H,256 GB SSD,"Quad Core, 8 Threads",4 GB Geforce GTX 1650,8 GB DDR4 RAM,"17.3 inches, 1920 x 1080 pixels",1 TB Hard Disk
527,Dell G5 5505 Gaming Laptop (Ryzen 5/ 8GB/ 512GB SSD/ Win10 Home/ 6GB Graph),"₹75,500",63,4th Gen AMD Ryzen 5  4600H,6 GB AMD Radeon RX 5600M,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 10 OS,512 GB SSD
528,Lenovo Legion 7i 15IMHG05 81YU002AIN Gaming Laptop (10th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹1,51,990",75,10th Gen Intel Core i7 10875H,8 GB NVIDIA Geforce RTX 2080 Super Max-Q,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 10 OS,1 TB SSD
529,Lenovo V330 81B0A0D0IH Laptop (8th Gen Core i5/ 4GB/ 1TB/ FreeDos),"₹46,500",48,8th Gen Intel Core i5 8250U,Intel UHD 620,"Quad Core, 8 Threads","14 inches, 1920 x 1080 pixels",4 GB DDR4 RAM,DOS Dos OS,1 TB Hard Disk
530,MSI GL63 9SD-1042IN Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10/ 6GB),"₹1,09,990",61,9th Gen Intel Core i7 9750H,256 GB SSD,"Hexa Core, 12 Threads",6 GB GTX 1660Ti,8 GB  RAM,1920 x 1080 pixels,1 TB Hard Disk
531,HP 15-dk0049TX Gaming Laptop (9th Gen Core i7/ 8GB/ 1TB 256GB SSD/ Win10 Home/ 4GB Graph),"₹95,800",70,9th Gen Intel Core i7 9750H,256 GB SSD,"Hexa Core, 12 Threads",4 GB NVIDIA Geforce GTX 1650,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
